"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","first","second","third","datasetKey"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.34455,-0.700655,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3166,-0.2168,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.3055,-0.2187,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.361805,-0.039722,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.4333,-1.2833,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.35,-0.6167,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.311666,-0.799444,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.299444,-0.785555,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.285,-0.725277,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.279166,-0.759444,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.819277,-0.319972,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.7725,-0.336444,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.817972,-0.318916,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.766722,-0.309805,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.632416,-0.319638,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.621666,-0.307749,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.642138,-0.298027,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.641694,-0.298027,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.639972,-0.285055,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.648666,-0.298861,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.609055,-0.279138,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.559722,-0.283944,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.585055,-0.299055,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.432861,-0.842416,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.390944,-1.283888,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.349416,-0.820916,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.962141,-0.952072,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.624861,-0.278972,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.445083,-0.646166,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.575277,-0.280027,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.602083,-0.275944,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.624305,-0.260222,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.633336,-0.265499,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.61625,-0.25875,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.616667,-0.2565,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.620388,-0.257583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.215333,-0.689583,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.518555,-0.280305,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.633388,-0.265222,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.643166,-0.2855,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.202888,-0.869333,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.463138,-0.846861,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.590111,-0.298944,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.345944,-0.809055,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.642694,-0.283416,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.645388,-0.282999,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.644972,-0.282194,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.593277,-0.310194,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.38075,-0.727,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.438933,-0.900009,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.185111,-0.894527,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169305,-0.895361,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.13125,-0.920638,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.110472,-0.934055,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169305,-0.895361,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169527,-0.893138,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.143805,-0.934055,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169305,-0.895361,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169527,-0.893138,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.225249,-0.867388,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169527,-0.893138,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.225249,-0.867388,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.385472,-0.245444,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.225249,-0.867388,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.203111,-0.868972,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.209277,-0.857222,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.204333,-0.868861,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.202888,-0.869333,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.225249,-0.867388,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.147833,-0.920777,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148166,-0.920749,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.186222,-0.832722,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.185888,-0.894305,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.201638,-0.8945,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.7456,-0.2279,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.460694,-0.857416,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.461166,-0.861638,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.583444,-0.939972,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.608388,-0.93125,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.606888,-0.932361,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.34455,-0.700655,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.186388,-0.832444,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.505219,-0.904742,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.505219,-0.904742,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.505219,-0.904742,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.315161,-0.541016,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.327611,-0.662083,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3412,0.0192,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.454958,-1.320152,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.3051,-0.7426,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.571981,-0.285277,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4044,-0.7222,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.574805,-0.278777,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.760611,0.570388,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.771499,0.592,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.624861,-0.278972,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.620583,-0.259222,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.633416,-0.283361,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.608111,-0.93125,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.489194,-0.381527,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.608027,-0.9315,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283138,-1.007111,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.099888,-0.78075,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.092111,-0.459638,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.185111,-0.894527,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.225261,-0.867388,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4816,-0.8953,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.59125,-0.343972,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.514777,-0.377472,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4816,-0.8953,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.325861,-0.642472,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.329767,-0.632907,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.958943,-0.95667,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.148194,-0.920666,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169555,-0.899527,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis subsp. affinis","Scalesia","affinis",-90.479888,-1.289833,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
